Timestamp,What is your age?,What is your gender?,Where do you study?,How many students are there in your class?,Physical,Verbal,Cyber,Racial,Social,Classroom,Restroom,Hallway,School/College Bus,Gym/Sportsroom,Social Media,Home,Neighbourhood,Best Friends,Friends (Male),Friends (Female),Teachers,Parents,Relatives,Neighbours,Weight,Height,Skin Color,Have you ever carried a weapon to school?,Have you ever hit or pushed someone?,Have you ever insulted or threatened someone online?,Have you ever played a prank which upset someone?,How often do you miss school because you feel unsafe or uncomfortable,How often do you miss school for no good reason?,How often do you indulge in these activities?,"How often do you try to obtain money/possessions, other than the ones provided by your parent/guardian?","How often have you had your property stolen, or deliberately damaged?",How often have you stolen or deliberately damaged someone's property?,How often are you involved in a physical fight?,How often do you experience depression?,How often do you experience suicidal thoughts?,Outcome
12/09/19 22:02,18,Female,College/University,150,1,2,1,1,1,4,5,1,1,6,7,5,7,10,10,7,5,8,3,1,1,10,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
12/09/19 22:03,20,Male,College/University,N/A,1,1,1,1,1,7,10,8,9,8,10,10,7,10,10,4,4,9,7,1,10,8,10,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Every day,Every day,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
12/09/19 22:05,19,Female,College/University,N/A,1,2,2,1,1,7,4,7,5,6,7,9,7,9,9,9,7,10,9,7,8,6,8,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
12/09/19 22:09,16,Male,High School (Grade 9 - Grade 12),N/A,4,3,1,2,3,8,7,7,5,5,5,10,9,9,10,9,8,9,7,7,7,8,10,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Not a bully
12/09/19 22:12,19,Male,College/University,70,1,1,1,1,1,7,10,9,7,10,9,10,8,10,10,7,7,9,8,6,10,10,10,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
12/09/19 22:14,22,Male,College/University,N/A,1,5,1,1,1,8,8,9,7,9,7,9,7,9,9,10,8,8,7,7,8,8,8,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/09/19 22:16,20,Male,College/University,60,5,10,1,1,1,9,9,9,9,8,10,10,10,10,10,10,10,10,1,8,10,10,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
12/09/19 22:22,21,Female,College/University,55,4,3,2,1,2,4,2,5,4,3,7,9,5,7,6,7,2,6,4,3,6,4,8,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
12/09/19 22:23,18,Male,College/University,30,1,1,1,1,1,8,9,8,8,8,9,10,10,10,10,10,9,10,7,9,7,10,8,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/09/19 22:25,19,Male,College/University,52,4,9,1,7,2,8,8,9,9,9,7,8,9,8,8,8,7,6,7,6,8,9,8,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/09/19 22:27,22,Female,College/University,60,6,5,1,1,1,8,8,8,8,5,5,10,1,10,10,10,6,9,9,1,8,7,10,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Never,Not a bully
12/09/19 22:27,18,Male,College/University,40,1,3,1,1,2,7,7,8,7,8,8,10,6,10,8,10,6,9,7,7,3,10,10,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
12/09/19 22:28,18,Female,College/University,50,5,1,1,1,3,9,5,5,6,7,6,10,9,10,10,9,7,10,8,7,8,6,9,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
12/09/19 22:32,20,Male,College/University,20,3,4,1,1,1,2,7,9,6,10,8,10,7,7,9,6,3,6,3,3,1,7,7,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
12/09/19 22:34,19,Male,College/University,70,2,3,1,1,2,9,6,8,7,7,8,10,9,10,8,7,6,8,7,6,7,10,10,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
12/09/19 22:35,22,Male,College/University,70,3,4,3,3,3,1,5,1,1,6,1,1,1,10,6,2,1,1,1,1,3,3,10,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
12/09/19 22:38,21,Male,College/University,148,2,7,4,3,1,8,8,8,8,8,7,8,8,7,6,6,5,6,4,4,3,6,5,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
12/09/19 22:41,22,Male,College/University,60,4,4,1,4,7,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,10,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Every day,Every day,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Not a bully
12/09/19 22:45,22,Male,College/University,N/A,3,5,1,1,1,7,1,9,3,3,4,10,8,10,10,3,4,7,6,4,3,9,8,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Not a bully
12/09/19 22:46,22,Male,College/University,N/A,7,8,10,7,9,6,8,7,4,6,10,10,8,10,7,9,5,9,7,7,10,10,10,Never,Never,Never,Never,Never,Never,Every day,Never,Never,Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
12/09/19 22:54,21,Male,College/University,N/A,1,3,1,1,1,8,7,3,2,4,1,10,5,10,8,1,2,8,5,3,6,5,10,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Not a bully
12/09/19 22:54,17,Female,High School (Grade 9 - Grade 12),40,1,1,1,1,1,6,5,5,7,5,6,10,5,10,7,10,4,9,8,5,5,10,10,Never,Never,Never,Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
12/09/19 22:56,22,Female,College/University,98,1,1,1,1,1,8,9,7,8,4,8,10,6,8,4,6,5,9,6,6,1,8,1,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/09/19 23:06,19,Male,College/University,N/A,4,5,1,1,1,7,5,6,8,10,8,10,8,9,10,7,5,7,5,4,8,8,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
12/09/19 23:08,21,Prefer not to say,College/University,N/A,2,4,1,1,1,5,10,7,8,10,10,8,7,5,6,7,3,6,5,3,4,7,9,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
12/09/19 23:12,14,Male,Middle School (Grade 6 - Grade 8),48,10,10,10,10,10,1,1,1,1,1,1,1,1,4,5,10,4,2,1,1,5,9,5,Every day,Every day,Every day,Every day,Every day,Regularly (1 or 2 times a week),Every day,Never,Never,Never,Sometimes (1 or 2 times a month),Every day,Never,Possible Bully
12/09/19 23:17,20,Female,College/University,40,1,1,1,1,1,7,7,8,6,1,7,9,1,10,7,9,1,10,1,1,6,1,6,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/09/19 23:21,22,Male,College/University,72,3,2,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,5,6,10,10,10,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/09/19 23:24,22,Male,College/University,20,1,1,1,1,1,2,1,1,1,1,3,3,1,3,2,2,1,1,1,1,8,7,10,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Not a bully
12/09/19 23:40,21,Male,College/University,49,3,4,1,1,2,7,5,8,6,6,4,8,7,7,6,8,5,2,1,4,5,4,7,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
12/10/19 0:05,20,Male,College/University,60,4,5,3,2,2,5,3,4,3,4,6,8,5,8,8,7,6,7,6,4,6,6,6,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 0:15,19,Female,College/University,N/A,1,1,1,1,1,5,5,8,4,3,10,7,6,10,8,8,5,6,2,1,6,6,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Every day,Regularly (1 or 2 times a week),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Every day,Regularly (1 or 2 times a week),Not a bully
12/10/19 0:16,22,Male,College/University,150,1,7,1,10,10,10,10,10,7,10,10,10,10,10,10,10,10,10,10,10,10,10,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
12/10/19 0:22,22,Male,College/University,N/A,6,7,5,2,1,5,6,5,8,8,6,10,10,8,7,5,5,5,5,5,5,5,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Possible Bully
12/10/19 0:24,21,Male,College/University,N/A,1,3,2,2,3,10,10,10,10,10,10,10,10,10,10,10,1,4,1,1,5,10,9,Every day,Every day,Never,Every day,Every day,Every day,Every day,Never,Sometimes (1 or 2 times a month),Never,Every day,Every day,Never,Not a bully
12/10/19 0:38,18,Male,College/University,60,5,8,3,7,2,1,10,3,3,1,9,8,3,9,9,1,2,9,6,3,1,7,7,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Possible Bully
12/10/19 0:55,21,Male,College/University,120,3,5,1,2,2,4,2,4,5,5,8,10,5,8,6,6,5,10,5,3,8,8,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Never,Never,Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
12/10/19 1:00,19,Male,College/University,24,1,3,3,1,1,7,9,8,2,6,8,10,5,10,8,7,3,4,2,3,8,8,8,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 1:06,19,Male,High School (Grade 9 - Grade 12),47,1,1,1,1,1,10,4,5,10,8,10,10,10,10,10,3,3,10,7,5,6,7,10,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
12/10/19 1:08,19,Male,College/University,30,5,4,1,1,2,7,9,4,2,1,6,10,8,10,9,10,7,10,7,8,4,4,5,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 1:22,19,Male,College/University,100,5,6,3,1,5,7,8,8,8,7,4,9,8,8,8,8,6,8,3,3,6,8,10,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
12/10/19 1:31,22,Male,College/University,10000,1,2,1,1,2,4,3,5,5,3,3,10,7,10,9,7,7,10,8,8,4,8,8,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Not a bully
12/10/19 1:35,20,Female,College/University,82,3,2,2,1,1,5,5,6,5,8,8,9,9,9,10,8,8,8,7,7,10,9,9,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 1:51,18,Male,College/University,77,1,1,1,1,1,8,8,7,8,7,10,10,9,9,9,8,7,10,9,7,8,9,8,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 1:51,19,Male,College/University,60,1,1,1,1,1,8,5,10,8,10,3,10,9,10,10,9,3,7,5,2,10,10,2,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 1:52,20,Female,College/University,26,1,4,2,1,1,4,9,4,5,1,4,10,2,10,10,10,7,10,5,3,2,9,10,Never,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Not a bully
12/10/19 2:04,18,Male,College/University,61,1,8,3,5,3,4,4,4,7,1,10,10,7,10,10,8,4,8,5,3,4,9,10,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Never,Not a bully
12/10/19 2:36,21,Male,College/University,62,5,2,1,1,1,5,6,8,5,8,7,9,9,8,9,9,6,10,3,3,5,10,7,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Never,Not a bully
12/10/19 2:48,22,Male,College/University,60,2,3,1,1,3,6,4,4,3,3,5,9,6,8,6,8,5,4,3,2,8,4,5,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
12/10/19 2:57,20,Male,College/University,70,1,2,1,1,1,8,6,9,10,3,4,10,4,10,8,5,7,10,1,1,3,4,3,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Every day,Every day,Not a bully
12/10/19 2:57,22,Male,College/University,5,1,2,1,1,1,9,8,6,9,6,10,10,10,10,6,10,7,9,4,5,7,7,7,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
12/10/19 2:57,21,Male,College/University,54,2,3,1,1,1,9,10,8,9,9,9,10,9,10,10,10,9,10,9,10,10,10,10,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Every day,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
12/10/19 4:53,22,Male,College/University,140,5,4,1,7,2,7,6,5,3,8,8,10,4,10,10,10,5,7,1,3,3,9,7,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
12/10/19 6:42,19,Male,College/University,78,1,6,1,1,1,7,7,7,6,10,10,10,10,10,10,10,7,9,7,6,10,8,6,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
12/10/19 7:31,19,Male,College/University,71,2,2,1,1,1,10,10,10,10,10,8,10,10,10,10,10,9,9,9,8,8,10,9,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Never,Never,Not a bully
12/10/19 7:47,21,Male,College/University,70,4,5,5,8,4,8,10,7,7,7,9,10,9,10,8,6,8,9,7,7,8,8,6,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Every day,Sometimes (1 or 2 times a month),Not a bully
12/10/19 7:59,22,Male,College/University,N/A,1,5,1,5,1,10,10,10,10,10,5,10,10,10,10,10,10,10,10,10,10,9,10,Sometimes ( 1 or 2 times a month),Every day,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Every day,Never,Never,Sometimes (1 or 2 times a month),Never,Never,Not a bully
12/10/19 8:26,22,Male,College/University,200,1,1,1,1,1,7,7,7,6,6,6,10,8,10,8,8,5,10,6,1,3,8,4,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 9:38,16,Male,High School (Grade 9 - Grade 12),35,3,4,1,1,1,8,6,10,10,8,10,10,6,10,7,10,10,10,2,3,9,9,10,Never,Regularly (1 or 2 times a week),Never,Sometimes ( 1 or 2 times a month),Never,Every day,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 9:51,15,Male,High School (Grade 9 - Grade 12),51,5,5,1,1,5,8,7,8,9,8,10,8,10,10,10,10,8,9,7,7,10,8,10,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Never,Never,Never,Not a bully
12/10/19 10:03,18,Female,College/University,N/A,1,1,1,1,1,5,7,4,3,6,7,10,5,10,10,10,8,9,4,4,8,10,10,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Never,Regularly (1 or 2 times a week),Never,Not a bully
12/10/19 10:05,19,Male,College/University,50,1,1,1,1,1,2,10,10,1,10,10,5,1,10,10,5,1,1,1,1,10,10,8,Every day,Every day,Every day,Every day,Never,Every day,Every day,Every day,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Every day,Every day,Not a bully
12/10/19 10:12,20,Male,College/University,67,1,1,1,1,1,5,5,5,5,7,8,8,4,9,9,8,6,9,8,5,6,8,8,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,N/A,Every day,Sometimes (1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 10:42,20,Male,College/University,70,1,3,3,4,4,5,3,5,5,1,9,7,7,10,8,8,9,7,6,6,4,8,8,Never,Never,Never,Never,Never,Regularly (1 or 2 times a week),Regularly (1 or 2 times a week),Never,Never,Never,Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
12/10/19 10:44,20,Male,College/University,43,1,3,1,3,4,7,3,7,5,3,8,9,7,9,9,10,8,9,4,5,4,2,5,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Never,Never,Not a bully
12/10/19 10:56,19,Female,College/University,60,2,2,2,1,1,6,10,10,6,7,10,10,7,10,9,6,5,10,6,7,3,3,10,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 10:59,16,Female,High School (Grade 9 - Grade 12),23,3,8,1,7,9,6,5,6,5,5,6,7,6,10,10,9,7,8,6,6,10,9,10,Never,Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Every day,Sometimes (1 or 2 times a month),Not a bully
12/10/19 10:59,18,Male,College/University,35,1,10,10,10,10,7,5,5,6,5,8,9,2,8,5,1,4,5,3,2,6,3,5,Never,Sometimes ( 1 or 2 times a month),Every day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Possible Bully
12/10/19 11:00,20,Male,College/University,26,4,5,1,1,2,2,5,8,8,8,9,9,8,5,8,8,6,9,9,7,8,7,5,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 11:00,20,Male,College/University,26,4,5,1,1,2,2,5,8,8,8,9,9,8,5,8,8,6,9,9,7,8,7,5,Never,Never,Never,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 11:21,19,Male,College/University,80,1,1,1,1,1,6,5,6,5,5,8,10,8,10,10,10,6,10,10,7,4,5,4,Never,Never,Never,Never,Never,Every day,Every day,Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 11:29,19,Male,College/University,33,1,1,1,1,1,9,8,10,8,3,10,10,9,10,10,10,9,7,4,4,10,10,10,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 11:54,16,Male,High School (Grade 9 - Grade 12),63,10,10,1,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,2,10,10,10,2,Never,Never,Never,Sometimes ( 1 or 2 times a month),Every day,Every day,Never,Never,Never,Never,Never,Sometimes (1 or 2 times a month),Never,Not a bully
12/10/19 12:04,20,Male,College/University,23,1,7,1,4,3,9,8,8,9,8,7,10,7,8,6,4,8,9,5,1,7,7,7,Never,Sometimes ( 1 or 2 times a month),Never,Never,Never,Never,Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Regularly (1 or 2 times a week),Never,Not a bully
12/10/19 12:10,22,Male,College/University,74,1,1,1,1,1,6,6,5,8,5,8,9,7,8,8,4,6,8,6,7,9,8,9,Never,Sometimes ( 1 or 2 times a month),Never,Never,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Never,Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Not a bully
12/10/19 12:11,20,Male,High School (Grade 9 - Grade 12),N/A,6,9,9,2,5,10,4,10,9,10,6,3,4,10,10,4,1,1,1,5,10,10,9,Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes ( 1 or 2 times a month),Sometimes ( 1 or 2 times a month),Never,Sometimes ( 1 or 2 times a month),Sometimes (1 or 2 times a month),Sometimes (1 or 2 times a month),Regularly (1 or 2 times a week),Sometimes (1 or 2 times a month),Never,Possible Bully
