Label1,,Label2,,Label3,,Label4,,,,Combined(2+3+4),,Label1,,FINAL,
Outcome,Score,Outcome,Score,Outcome,Score,Outcome,Score,,,Outcome,Score,Outcome,Score,Final Outcome,Final Score
Not a bully,0.12,Possible Victim,0.3875,Possible Victim,0.657142857,Possible Victim,0.633333333,,,Possible Victim,0.559325397,Not a bully,0.12,Not a bully,
Not a bully,0.1,Not a victim,0.7125,Possible Victim,0.471428571,Possible Victim,0.633333333,,,Possible Victim,0.605753968,Not a bully,0.1,Not a bully,
Not a bully,0.16,Possible Victim,0.5125,Possible Victim,0.514285714,Possible Victim,0.433333333,,,Possible Victim,0.486706349,Not a bully,0.16,Not a bully,
Possible Bully,0.44,Possible Victim,0.5375,Possible Victim,0.542857143,Not a victim,0.866666667,,,Possible Victim,0.649007937,Possible Bully,0.44,Possible Bully,
Not a bully,0.1,Possible Victim,0.4875,Possible Victim,0.614285714,Possible Victim,0.5,,,Possible Victim,0.533928571,Not a bully,0.1,Not a bully,
Not a bully,0.14,Not a victim,0.775,Not a victim,0.871428571,Possible Victim,0.6,,,Possible Victim,0.748809524,Not a bully,0.14,Not a bully,
Not a bully,0.1,Not a victim,0.7,Not a victim,0.842857143,Not a victim,0.766666667,,,Not a victim,0.76984127,Not a bully,0.1,Not a bully,
Possible Bully,1,Possible Victim,0.625,Possible Victim,0.6,Possible Victim,0.5,,,Possible Victim,0.575,Possible Bully,1,Possible Bully,
Not a bully,0.16,Possible Victim,0.5625,Possible Victim,0.514285714,Possible Victim,0.5,,,Possible Victim,0.525595238,Not a bully,0.16,Not a bully,
Not a bully,0.22,Not a victim,0.775,Not a victim,0.7,Possible Victim,0.233333333,,,Possible Victim,0.569444444,Not a bully,0.22,Not a bully,
Not a bully,0.1,Possible Victim,0.675,Not a victim,0.728571429,Possible Victim,0.566666667,,,Possible Victim,0.656746032,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.8625,Possible Victim,0.6,Possible Victim,0.466666667,,,Possible Victim,0.643055556,Not a bully,0.1,Not a bully,
Not a bully,0.22,Possible Victim,0.5125,Possible Victim,0.642857143,Possible Victim,0.666666667,,,Possible Victim,0.60734127,Not a bully,0.22,Not a bully,
Not a bully,0.16,Possible Victim,0.525,Possible Victim,0.585714286,Possible Victim,0.466666667,,,Possible Victim,0.525793651,Not a bully,0.16,Not a bully,
Not a bully,0.26,Not a victim,0.75,Not a victim,0.757142857,Possible Victim,0.5,,,Possible Victim,0.669047619,Not a bully,0.26,Not a bully,
Not a bully,0.1,Possible Victim,0.5625,Not a victim,0.728571429,Possible Victim,0.3,,,Possible Victim,0.530357143,Not a bully,0.1,Not a bully,
Not a bully,0.12,Possible Victim,0.6125,Not a victim,0.8,Possible Victim,0.6,,,Possible Victim,0.670833333,Not a bully,0.12,Not a bully,
Not a bully,0.1,Possible Victim,0.575,Not a victim,0.828571429,Not a victim,0.866666667,,,Not a victim,0.756746032,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.5375,Possible Victim,0.6,Possible Victim,0.466666667,,,Possible Victim,0.534722222,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.75,Not a victim,0.742857143,Not a victim,0.933333333,,,Not a victim,0.808730159,Not a bully,0.1,Not a bully,
Not a bully,0.16,Possible Victim,0.675,Not a victim,0.828571429,Not a victim,0.833333333,,,Not a victim,0.778968254,Not a bully,0.16,Not a bully,
Not a bully,0.1,Not a victim,0.85,Not a victim,0.885714286,Not a victim,0.833333333,,,Not a victim,0.856349206,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.925,Not a victim,0.814285714,Not a victim,0.9,,,Not a victim,0.879761905,Not a bully,0.1,Not a bully,
Not a bully,0.16,Possible Victim,0.575,Not a victim,0.714285714,Not a victim,0.833333333,,,Possible Victim,0.707539682,Not a bully,0.16,Not a bully,
Not a bully,0.1,Not a victim,0.7625,Possible Victim,0.685714286,Possible Victim,0.5,,,Possible Victim,0.649404762,Not a bully,0.1,Not a bully,
Not a bully,0.14,Possible Victim,0.6375,Possible Victim,0.6,Not a victim,0.866666667,,,Possible Victim,0.701388889,Not a bully,0.14,Not a bully,
Not a bully,0.12,Possible Victim,0.625,Not a victim,0.8,Possible Victim,0.5,,,Possible Victim,0.641666667,Not a bully,0.12,Not a bully,
Not a bully,0.18,Possible Victim,0.6125,Not a victim,0.7,Possible Victim,0.366666667,,,Possible Victim,0.559722222,Not a bully,0.18,Not a bully,
Not a bully,0.16,Possible Victim,0.6875,Possible Victim,0.671428571,Possible Victim,0.5,,,Possible Victim,0.619642857,Not a bully,0.16,Not a bully,
Not a bully,0.1,Not a victim,0.8625,Possible Victim,0.657142857,Not a victim,0.9,,,Not a victim,0.806547619,Not a bully,0.1,Not a bully,
Not a bully,0.32,Not a victim,0.725,Not a victim,0.8,Not a victim,0.7,,,Possible Victim,0.741666667,Not a bully,0.32,Not a bully,
Not a bully,0.14,Possible Victim,0.5125,Not a victim,0.728571429,Possible Victim,0.6,,,Possible Victim,0.613690476,Not a bully,0.14,Not a bully,
Not a bully,0.1,Possible Victim,0.45,Possible Victim,0.628571429,Possible Victim,0.4,,,Possible Victim,0.492857143,Not a bully,0.1,Not a bully,
Not a bully,0.14,Possible Victim,0.5875,Possible Victim,0.671428571,Not a victim,0.8,,,Possible Victim,0.686309524,Not a bully,0.14,Not a bully,
Not a bully,0.14,Possible Victim,0.5875,Possible Victim,0.671428571,Not a victim,0.8,,,Possible Victim,0.686309524,Not a bully,0.14,Not a bully,
Not a bully,0.14,Possible Victim,0.6375,Not a victim,0.728571429,Not a victim,0.866666667,,,Possible Victim,0.744246032,Not a bully,0.14,Not a bully,
Not a bully,0.16,Possible Victim,0.425,Not a victim,0.728571429,Not a victim,0.766666667,,,Possible Victim,0.640079365,Not a bully,0.16,Not a bully,
Not a bully,0.16,Not a victim,0.7125,Possible Victim,0.571428571,Not a victim,0.8,,,Possible Victim,0.694642857,Not a bully,0.16,Not a bully,
Not a bully,0.12,Not a victim,0.775,Not a victim,0.728571429,Not a victim,0.9,,,Not a victim,0.801190476,Not a bully,0.12,Not a bully,
Not a bully,0.12,Not a victim,0.775,Not a victim,0.728571429,Not a victim,0.9,,,Not a victim,0.801190476,Not a bully,0.12,Not a bully,
Not a bully,0.14,Possible Victim,0.5125,Possible Victim,0.614285714,Not a victim,0.733333333,,,Possible Victim,0.620039682,Not a bully,0.14,Not a bully,
Not a bully,0.12,Not a victim,0.775,Not a victim,0.857142857,Possible Victim,0.633333333,,,Not a victim,0.75515873,Not a bully,0.12,Not a bully,
Not a bully,0.14,Possible Victim,0.6125,Possible Victim,0.571428571,Not a victim,0.8,,,Possible Victim,0.661309524,Not a bully,0.14,Not a bully,
Not a bully,0.1,Possible Victim,0.45,Not a victim,0.771428571,Possible Victim,0.633333333,,,Possible Victim,0.618253968,Not a bully,0.1,Not a bully,
Not a bully,0.12,Possible Victim,0.45,Possible Victim,0.6,Not a victim,0.866666667,,,Possible Victim,0.638888889,Not a bully,0.12,Not a bully,
Not a bully,0.1,Possible Victim,0.2125,Possible Victim,0.485714286,Not a victim,0.7,,,Possible Victim,0.466071429,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.55,Possible Victim,0.614285714,Not a victim,0.733333333,,,Possible Victim,0.632539682,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.4875,Possible Victim,0.628571429,Not a victim,0.7,,,Possible Victim,0.605357143,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.3875,Possible Victim,0.628571429,Not a victim,0.733333333,,,Possible Victim,0.583134921,Not a bully,0.1,Not a bully,
Not a bully,0.24,Not a victim,0.925,Possible Victim,0.614285714,Possible Victim,0.633333333,,,Possible Victim,0.724206349,Not a bully,0.24,Not a bully,
Not a bully,0.1,Possible Victim,0.6875,Possible Victim,0.657142857,Possible Victim,0.533333333,,,Possible Victim,0.625992063,Not a bully,0.1,Not a bully,
Not a bully,0.16,Not a victim,0.7875,Not a victim,0.728571429,Not a victim,0.766666667,,,Not a victim,0.760912699,Not a bully,0.16,Not a bully,
Not a bully,0.36,Not a victim,0.8375,Not a victim,0.9,Not a victim,0.866666667,,,Not a victim,0.868055556,Not a bully,0.36,Not a bully,
Not a bully,0.1,Not a victim,0.7875,Not a victim,0.928571429,Possible Victim,0.5,,,Possible Victim,0.738690476,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.7875,Not a victim,0.8,Not a victim,0.8,,,Not a victim,0.795833333,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.5125,Possible Victim,0.685714286,Possible Victim,0.366666667,,,Possible Victim,0.521626984,Not a bully,0.1,Not a bully,
Not a bully,0.22,Not a victim,0.8375,Not a victim,0.914285714,Not a victim,0.833333333,,,Not a victim,0.861706349,Not a bully,0.22,Not a bully,
Not a bully,0.26,Possible Victim,0.2875,Not a victim,0.742857143,Possible Victim,0.333333333,,,Possible Victim,0.454563492,Not a bully,0.26,Not a bully,
Not a bully,0.1,Not a victim,0.975,Not a victim,1,Not a victim,0.7,,,Not a victim,0.891666667,Not a bully,0.1,Not a bully,
Not a bully,0.12,Possible Victim,0.6375,Possible Victim,0.685714286,Not a victim,0.733333333,,,Possible Victim,0.685515873,Not a bully,0.12,Not a bully,
Not a bully,0.26,Not a victim,0.7,Not a victim,0.8,Possible Victim,0.566666667,,,Possible Victim,0.688888889,Not a bully,0.26,Not a bully,
Not a bully,0.1,Not a victim,0.8375,Not a victim,0.828571429,Possible Victim,0.666666667,,,Not a victim,0.777579365,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.3375,Possible Victim,0.442857143,Not a victim,0.7,,,Possible Victim,0.493452381,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.8375,Not a victim,0.9,Possible Victim,0.366666667,,,Possible Victim,0.701388889,Not a bully,0.1,Not a bully,
Not a bully,0.12,Possible Victim,0.6625,Possible Victim,0.657142857,Possible Victim,0.666666667,,,Possible Victim,0.662103175,Not a bully,0.12,Not a bully,
Not a bully,0.22,Possible Victim,0.5125,Not a victim,0.7,Not a victim,0.833333333,,,Possible Victim,0.681944444,Not a bully,0.22,Not a bully,
Not a bully,0.16,Not a victim,0.9125,Possible Victim,0.485714286,Possible Victim,0.3,,,Possible Victim,0.566071429,Not a bully,0.16,Not a bully,
Not a bully,0.1,Not a victim,0.8125,Not a victim,0.914285714,Possible Victim,0.6,,,Not a victim,0.775595238,Not a bully,0.1,Not a bully,
Not a bully,0.12,Not a victim,0.775,Possible Victim,0.514285714,Possible Victim,0.533333333,,,Possible Victim,0.607539682,Not a bully,0.12,Not a bully,
Not a bully,0.1,Not a victim,0.8125,Not a victim,0.914285714,Not a victim,0.9,,,Not a victim,0.875595238,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.8625,Not a victim,0.957142857,Not a victim,0.9,,,Not a victim,0.906547619,Not a bully,0.1,Not a bully,
Possible Bully,0.52,Possible Victim,0.5375,Possible Victim,0.642857143,Not a victim,0.766666667,,,Possible Victim,0.649007937,Possible Bully,0.52,Possible Bully,
Not a bully,0.1,Not a victim,0.7,Not a victim,0.728571429,Not a victim,0.9,,,Not a victim,0.776190476,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.6125,Possible Victim,0.642857143,Possible Victim,0.533333333,,,Possible Victim,0.596230159,Not a bully,0.1,Not a bully,
Not a bully,0.36,Not a victim,0.8125,Not a victim,0.7,Not a victim,0.766666667,,,Not a victim,0.759722222,Not a bully,0.36,Not a bully,
Not a bully,0.18,Not a victim,0.8,Possible Victim,0.585714286,Not a victim,0.833333333,,,Possible Victim,0.73968254,Not a bully,0.18,Not a bully,
Not a bully,0.24,Possible Victim,0.6875,Not a victim,0.8,Not a victim,0.9,,,Not a victim,0.795833333,Not a bully,0.24,Not a bully,
Not a bully,0.12,Possible Victim,0.5125,Possible Victim,0.557142857,Possible Victim,0.233333333,,,Possible Victim,0.434325397,Not a bully,0.12,Not a bully,
Possible Bully,0.8,Possible Victim,0.6125,Not a victim,0.757142857,Possible Victim,0.5,,,Possible Victim,0.623214286,Possible Bully,0.8,Possible Bully,
Not a bully,0.18,Not a victim,0.775,Not a victim,0.728571429,Not a victim,0.866666667,,,Not a victim,0.790079365,Not a bully,0.18,Not a bully,
Possible Bully,0.42,Not a victim,0.7125,Possible Victim,0.685714286,Not a victim,0.8,,,Possible Victim,0.732738095,Possible Bully,0.42,Possible Bully,
Not a bully,0.1,Possible Victim,0.6875,Possible Victim,0.642857143,Not a victim,1,,,Not a victim,0.776785714,Not a bully,0.1,Not a bully,
Not a bully,0.12,Possible Victim,0.1125,Not a victim,0.7,Not a victim,0.8,,,Possible Victim,0.5375,Not a bully,0.12,Not a bully,
Not a bully,0.28,Not a victim,0.7625,Not a victim,0.814285714,Not a victim,0.9,,,Not a victim,0.825595238,Not a bully,0.28,Not a bully,
Not a bully,0.12,Possible Victim,0.55,Possible Victim,0.585714286,Possible Victim,0.633333333,,,Possible Victim,0.58968254,Not a bully,0.12,Not a bully,
Not a bully,0.1,Not a victim,0.85,Not a victim,0.785714286,Not a victim,0.866666667,,,Not a victim,0.834126984,Not a bully,0.1,Not a bully,
Possible Bully,0.6,Not a victim,0.775,Possible Victim,0.657142857,Not a victim,0.766666667,,,Possible Victim,0.732936508,Possible Bully,0.6,Possible Bully,
Not a bully,0.26,Not a victim,0.8375,Not a victim,0.757142857,Not a victim,0.833333333,,,Not a victim,0.809325397,Not a bully,0.26,Not a bully,
Not a bully,0.2,Not a victim,0.725,Not a victim,0.7,Not a victim,0.933333333,,,Not a victim,0.786111111,Not a bully,0.2,Not a bully,
Not a bully,0.28,Possible Victim,0.6875,Possible Victim,0.557142857,Possible Victim,0.533333333,,,Possible Victim,0.59265873,Not a bully,0.28,Not a bully,
Not a bully,0.26,Possible Victim,0.675,Possible Victim,0.571428571,Possible Victim,0.566666667,,,Possible Victim,0.604365079,Not a bully,0.26,Not a bully,
Not a bully,0.32,Possible Victim,0.675,Not a victim,0.742857143,Not a victim,1,,,Not a victim,0.805952381,Not a bully,0.32,Not a bully,
Not a bully,0.26,Not a victim,0.8375,Possible Victim,0.685714286,Possible Victim,0.633333333,,,Possible Victim,0.718849206,Not a bully,0.26,Not a bully,
Not a bully,0.1,Possible Victim,0.65,Not a victim,0.842857143,Not a victim,0.866666667,,,Not a victim,0.786507937,Not a bully,0.1,Not a bully,
Not a bully,0.14,Not a victim,0.8,Not a victim,0.814285714,Possible Victim,0.6,,,Possible Victim,0.738095238,Not a bully,0.14,Not a bully,
Not a bully,0.1,Not a victim,0.8875,Not a victim,0.757142857,Possible Victim,0.433333333,,,Possible Victim,0.69265873,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.5,Possible Victim,0.371428571,Possible Victim,0.133333333,,,Possible Victim,0.334920635,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.5625,Possible Victim,0.571428571,Possible Victim,0.633333333,,,Possible Victim,0.589087301,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.6375,Not a victim,0.7,Not a victim,1,,,Not a victim,0.779166667,Not a bully,0.1,Not a bully,
Possible Bully,0.66,Not a victim,0.8875,Not a victim,0.771428571,Not a victim,1,,,Not a victim,0.886309524,Possible Bully,0.66,Not a bully,
Not a bully,0.12,Possible Victim,0.45,Possible Victim,0.628571429,Not a victim,0.7,,,Possible Victim,0.592857143,Not a bully,0.12,Not a bully,
Not a bully,0.1,Not a victim,0.8625,Possible Victim,0.642857143,Not a victim,0.933333333,,,Not a victim,0.812896825,Not a bully,0.1,Not a bully,
Not a bully,0.14,Possible Victim,0.65,Not a victim,0.857142857,Not a victim,0.733333333,,,Possible Victim,0.746825397,Not a bully,0.14,Not a bully,
Not a bully,0.26,Not a victim,0.7,Not a victim,0.842857143,Not a victim,0.833333333,,,Not a victim,0.792063492,Not a bully,0.26,Not a bully,
Not a bully,0.1,Not a victim,0.875,Not a victim,0.814285714,Not a victim,1,,,Not a victim,0.896428571,Not a bully,0.1,Not a bully,
Not a bully,0.18,Not a victim,0.8,Not a victim,0.828571429,Not a victim,0.8,,,Not a victim,0.80952381,Not a bully,0.18,Not a bully,
Not a bully,0.36,Not a victim,0.925,Not a victim,0.842857143,Not a victim,0.933333333,,,Not a victim,0.900396825,Not a bully,0.36,Not a bully,
Not a bully,0.24,Possible Victim,0.4875,Possible Victim,0.5,Possible Victim,0.6,,,Possible Victim,0.529166667,Not a bully,0.24,Not a bully,
Not a bully,0.1,Not a victim,0.875,Not a victim,0.928571429,Not a victim,0.833333333,,,Not a victim,0.878968254,Not a bully,0.1,Not a bully,
Possible Bully,0.46,Not a victim,0.8375,Not a victim,0.714285714,Not a victim,0.833333333,,,Not a victim,0.795039682,Possible Bully,0.46,Not a bully,
Not a bully,0.28,Possible Victim,0.6625,Not a victim,0.785714286,Not a victim,0.833333333,,,Not a victim,0.760515873,Not a bully,0.28,Not a bully,
Not a bully,0.16,Not a victim,0.7625,Not a victim,0.814285714,Not a victim,0.766666667,,,Not a victim,0.781150794,Not a bully,0.16,Not a bully,
Not a bully,0.22,Not a victim,0.7125,Not a victim,0.871428571,Not a victim,0.766666667,,,Not a victim,0.783531746,Not a bully,0.22,Not a bully,
Not a bully,0.2,Not a victim,0.7375,Possible Victim,0.528571429,Possible Victim,0.5,,,Possible Victim,0.588690476,Not a bully,0.2,Not a bully,
Not a bully,0.18,Not a victim,0.8,Not a victim,0.742857143,Not a victim,0.9,,,Not a victim,0.814285714,Not a bully,0.18,Not a bully,
Not a bully,0.32,Possible Victim,0.2125,Possible Victim,0.314285714,Possible Victim,0.533333333,,,Possible Victim,0.353373016,Not a bully,0.32,Not a bully,
Not a bully,0.34,Not a victim,0.7875,Possible Victim,0.542857143,Possible Victim,0.466666667,,,Possible Victim,0.599007937,Not a bully,0.34,Not a bully,
Not a bully,0.4,Not a victim,1,Not a victim,0.857142857,Possible Victim,0.666666667,,,Not a victim,0.841269841,Not a bully,0.4,Not a bully,
Not a bully,0.22,Possible Victim,0.5625,Possible Victim,0.628571429,Possible Victim,0.666666667,,,Possible Victim,0.619246032,Not a bully,0.22,Not a bully,
Possible Bully,0.82,Not a victim,0.7375,Not a victim,0.771428571,Not a victim,1,,,Not a victim,0.836309524,Possible Bully,0.82,Not a bully,
Not a bully,0.14,Possible Victim,0.5,Possible Victim,0.528571429,Not a victim,0.7,,,Possible Victim,0.576190476,Not a bully,0.14,Not a bully,
Not a bully,0.1,Possible Victim,0.6125,Not a victim,0.757142857,Not a victim,0.833333333,,,Possible Victim,0.734325397,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.75,Possible Victim,0.628571429,Possible Victim,0.333333333,,,Possible Victim,0.570634921,Not a bully,0.1,Not a bully,
Not a bully,0.24,Not a victim,0.775,Possible Victim,0.671428571,Not a victim,0.8,,,Possible Victim,0.748809524,Not a bully,0.24,Not a bully,
Not a bully,0.18,Not a victim,0.8125,Possible Victim,0.5,Possible Victim,0.666666667,,,Possible Victim,0.659722222,Not a bully,0.18,Not a bully,
Possible Bully,1,Possible Victim,0.1,Possible Victim,0.385714286,Possible Victim,0.633333333,,,Possible Victim,0.373015873,Possible Bully,1,Possible Bully,
Not a bully,0.1,Possible Victim,0.575,Possible Victim,0.557142857,Possible Victim,0.433333333,,,Possible Victim,0.521825397,Not a bully,0.1,Not a bully,
Not a bully,0.16,Not a victim,1,Not a victim,0.871428571,Not a victim,1,,,Not a victim,0.957142857,Not a bully,0.16,Not a bully,
Not a bully,0.1,Possible Victim,0.1625,Possible Victim,0.157142857,Not a victim,0.833333333,,,Possible Victim,0.384325397,Not a bully,0.1,Not a bully,
Not a bully,0.22,Possible Victim,0.6375,Possible Victim,0.471428571,Possible Victim,0.533333333,,,Possible Victim,0.547420635,Not a bully,0.22,Not a bully,
Not a bully,0.32,Possible Victim,0.475,Possible Victim,0.657142857,Possible Victim,0.6,,,Possible Victim,0.577380952,Not a bully,0.32,Not a bully,
Not a bully,0.1,Possible Victim,0.6,Possible Victim,0.571428571,Possible Victim,0.666666667,,,Possible Victim,0.612698413,Not a bully,0.1,Not a bully,
Possible Bully,0.58,Not a victim,0.9625,Not a victim,1,Not a victim,1,,,Not a victim,0.9875,Possible Bully,0.58,Not a bully,
Possible Bully,0.42,Not a victim,0.725,Possible Victim,0.571428571,Possible Victim,0.6,,,Possible Victim,0.632142857,Possible Bully,0.42,Possible Bully,
Not a bully,0.22,Not a victim,1,Possible Victim,0.528571429,Not a victim,0.8,,,Not a victim,0.776190476,Not a bully,0.22,Not a bully,
Possible Bully,0.5,Possible Victim,0.475,Possible Victim,0.557142857,Possible Victim,0.5,,,Possible Victim,0.510714286,Possible Bully,0.5,Possible Bully,
Not a bully,0.26,Possible Victim,0.5375,Possible Victim,0.614285714,Not a victim,0.8,,,Possible Victim,0.650595238,Not a bully,0.26,Not a bully,
Not a bully,0.18,Possible Victim,0.6875,Possible Victim,0.528571429,Not a victim,0.8,,,Possible Victim,0.67202381,Not a bully,0.18,Not a bully,
Not a bully,0.1,Not a victim,0.8375,Possible Victim,0.685714286,Not a victim,0.766666667,,,Not a victim,0.763293651,Not a bully,0.1,Not a bully,
Not a bully,0.26,Possible Victim,0.5875,Not a victim,0.871428571,Possible Victim,0.433333333,,,Possible Victim,0.630753968,Not a bully,0.26,Not a bully,
Not a bully,0.4,Not a victim,0.7375,Possible Victim,0.628571429,Not a victim,0.8,,,Possible Victim,0.72202381,Not a bully,0.4,Not a bully,
Not a bully,0.14,Possible Victim,0.5,Not a victim,0.842857143,Possible Victim,0.666666667,,,Possible Victim,0.66984127,Not a bully,0.14,Not a bully,
Not a bully,0.18,Possible Victim,0.6875,Not a victim,0.814285714,Not a victim,0.933333333,,,Not a victim,0.811706349,Not a bully,0.18,Not a bully,
Not a bully,0.1,Not a victim,0.8375,Not a victim,0.842857143,Not a victim,0.833333333,,,Not a victim,0.837896825,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.7875,Possible Victim,0.657142857,Not a victim,0.733333333,,,Possible Victim,0.725992063,Not a bully,0.1,Not a bully,
Not a bully,0.18,Possible Victim,0.4875,Not a victim,0.785714286,Not a victim,0.7,,,Possible Victim,0.657738095,Not a bully,0.18,Not a bully,
Not a bully,0.4,Possible Victim,0.5875,Possible Victim,0.685714286,Not a victim,0.766666667,,,Possible Victim,0.679960318,Not a bully,0.4,Not a bully,
Not a bully,0.2,Not a victim,0.7125,Possible Victim,0.685714286,Not a victim,0.733333333,,,Possible Victim,0.710515873,Not a bully,0.2,Not a bully,
Not a bully,0.2,Possible Victim,0.5,Possible Victim,0.514285714,Possible Victim,0.566666667,,,Possible Victim,0.526984127,Not a bully,0.2,Not a bully,
Not a bully,0.12,Possible Victim,0.675,Possible Victim,0.6,Possible Victim,0.333333333,,,Possible Victim,0.536111111,Not a bully,0.12,Not a bully,
Not a bully,0.12,Not a victim,0.85,Not a victim,0.728571429,Not a victim,0.7,,,Not a victim,0.75952381,Not a bully,0.12,Not a bully,
Not a bully,0.16,Not a victim,0.9125,Not a victim,0.971428571,Not a victim,1,,,Not a victim,0.961309524,Not a bully,0.16,Not a bully,
Not a bully,0.38,Possible Victim,0.6375,Possible Victim,0.657142857,Possible Victim,0.633333333,,,Possible Victim,0.64265873,Not a bully,0.38,Not a bully,
Not a bully,0.2,Not a victim,0.8375,Not a victim,0.842857143,Not a victim,0.8,,,Not a victim,0.826785714,Not a bully,0.2,Not a bully,
Not a bully,0.14,Not a victim,0.975,Not a victim,0.928571429,Not a victim,0.9,,,Not a victim,0.93452381,Not a bully,0.14,Not a bully,
Possible Bully,0.52,Not a victim,0.8375,Not a victim,0.785714286,Not a victim,0.733333333,,,Not a victim,0.785515873,Possible Bully,0.52,Not a bully,
Not a bully,0.26,Not a victim,0.9375,Not a victim,1,Not a victim,0.966666667,,,Not a victim,0.968055556,Not a bully,0.26,Not a bully,
Not a bully,0.1,Not a victim,0.7125,Possible Victim,0.685714286,Possible Victim,0.5,,,Possible Victim,0.632738095,Not a bully,0.1,Not a bully,
Not a bully,0.2,Not a victim,0.85,Not a victim,0.742857143,Not a victim,0.933333333,,,Not a victim,0.842063492,Not a bully,0.2,Not a bully,
Not a bully,0.34,Not a victim,0.85,Not a victim,0.871428571,Not a victim,0.933333333,,,Not a victim,0.884920635,Not a bully,0.34,Not a bully,
Not a bully,0.1,Possible Victim,0.5875,Not a victim,0.785714286,Not a victim,0.933333333,,,Not a victim,0.768849206,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.6125,Possible Victim,0.414285714,Not a victim,0.933333333,,,Possible Victim,0.653373016,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.5875,Not a victim,0.771428571,Not a victim,0.733333333,,,Possible Victim,0.697420635,Not a bully,0.1,Not a bully,
Not a bully,0.3,Possible Victim,0.525,Not a victim,0.771428571,Possible Victim,0.666666667,,,Possible Victim,0.654365079,Not a bully,0.3,Not a bully,
Not a bully,0.24,Possible Victim,0.6125,Not a victim,0.771428571,Possible Victim,0.366666667,,,Possible Victim,0.583531746,Not a bully,0.24,Not a bully,
Not a bully,0.16,Not a victim,0.825,Not a victim,0.757142857,Possible Victim,0.533333333,,,Possible Victim,0.70515873,Not a bully,0.16,Not a bully,
Possible Bully,0.56,Possible Victim,0.575,Not a victim,0.8,Not a victim,0.966666667,,,Not a victim,0.780555556,Possible Bully,0.56,Not a bully,
Possible Bully,0.82,Possible Victim,0.5875,Possible Victim,0.4,Possible Victim,0.466666667,,,Possible Victim,0.484722222,Possible Bully,0.82,Possible Bully,
Not a bully,0.26,Not a victim,0.7125,Not a victim,0.742857143,Possible Victim,0.666666667,,,Possible Victim,0.70734127,Not a bully,0.26,Not a bully,
Not a bully,0.26,Not a victim,0.7125,Not a victim,0.742857143,Possible Victim,0.666666667,,,Possible Victim,0.70734127,Not a bully,0.26,Not a bully,
Not a bully,0.1,Possible Victim,0.6625,Not a victim,0.9,Possible Victim,0.433333333,,,Possible Victim,0.665277778,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.8375,Not a victim,0.771428571,Not a victim,1,,,Not a victim,0.869642857,Not a bully,0.1,Not a bully,
Possible Bully,0.82,Not a victim,1,Not a victim,0.857142857,Not a victim,0.733333333,,,Not a victim,0.863492063,Possible Bully,0.82,Not a bully,
Not a bully,0.32,Not a victim,0.825,Possible Victim,0.585714286,Not a victim,0.7,,,Possible Victim,0.703571429,Not a bully,0.32,Not a bully,
Not a bully,0.1,Possible Victim,0.675,Possible Victim,0.671428571,Not a victim,0.866666667,,,Possible Victim,0.737698413,Not a bully,0.1,Not a bully,
Possible Bully,0.62,Not a victim,0.7,Possible Victim,0.457142857,Not a victim,0.966666667,,,Possible Victim,0.707936508,Possible Bully,0.62,Possible Bully,
Not a bully,0.1,Not a victim,0.75,Not a victim,0.757142857,Possible Victim,0.5,,,Possible Victim,0.669047619,Not a bully,0.1,Not a bully,
Not a bully,0.26,Possible Victim,0.5875,Not a victim,0.771428571,Possible Victim,0.6,,,Possible Victim,0.65297619,Not a bully,0.26,Not a bully,
Not a bully,0.1,Possible Victim,0.425,Possible Victim,0.542857143,Not a victim,0.7,,,Possible Victim,0.555952381,Not a bully,0.1,Not a bully,
Not a bully,0.26,Possible Victim,0.675,Not a victim,0.828571429,Not a victim,1,,,Not a victim,0.83452381,Not a bully,0.26,Not a bully,
Not a bully,0.24,Not a victim,0.8875,Not a victim,0.814285714,Not a victim,0.7,,,Not a victim,0.800595238,Not a bully,0.24,Not a bully,
