Label1,,Label2,,Label3,,Label4,,,,Combined(2+3+4),,Label1,,FINAL,
Outcome,Score,Outcome,Score,Outcome,Score,Outcome,Score,,,Outcome,Score,Outcome,Score,Final Outcome,Final Score
Not a bully,0.22,Possible Victim,0.6375,Not a victim,0.714285714,Possible Victim,0.533333333,,,Possible Victim,0.628373016,Not a bully,0.22,Not a bully,
Not a bully,0.1,Not a victim,1,Not a victim,0.914285714,Not a victim,1,,,Not a victim,0.971428571,Not a bully,0.1,Not a bully,
Not a bully,0.36,Not a victim,0.8875,Not a victim,0.914285714,Not a victim,0.8,,,Not a victim,0.867261905,Not a bully,0.36,Not a bully,
Not a bully,0.3,Not a victim,0.8,Possible Victim,0.685714286,Not a victim,0.933333333,,,Not a victim,0.806349206,Not a bully,0.3,Not a bully,
Possible Bully,0.56,Possible Victim,0.3375,Possible Victim,0.128571429,Possible Victim,0.566666667,,,Possible Victim,0.344246032,Possible Bully,0.56,Possible Bully,
Not a bully,0.1,Possible Victim,0.65,Possible Victim,0.671428571,Not a victim,0.8,,,Possible Victim,0.707142857,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.65,Possible Victim,0.671428571,Not a victim,0.8,,,Possible Victim,0.707142857,Not a bully,0.1,Not a bully,
Not a bully,0.22,Possible Victim,0.4625,Possible Victim,0.585714286,Possible Victim,0.4,,,Possible Victim,0.482738095,Not a bully,0.22,Not a bully,
Not a bully,0.12,Possible Victim,0.55,Not a victim,0.714285714,Possible Victim,0.533333333,,,Possible Victim,0.599206349,Not a bully,0.12,Not a bully,
Not a bully,0.16,Not a victim,0.8375,Not a victim,0.914285714,Not a victim,0.9,,,Not a victim,0.883928571,Not a bully,0.16,Not a bully,
Not a bully,0.28,Not a victim,0.9125,Not a victim,0.757142857,Not a victim,0.7,,,Not a victim,0.789880952,Not a bully,0.28,Not a bully,
Possible Bully,0.42,Not a victim,0.75,Possible Victim,0.614285714,Not a victim,0.833333333,,,Possible Victim,0.732539682,Possible Bully,0.42,Possible Bully,
Not a bully,0.22,Not a victim,0.8,Possible Victim,0.685714286,Not a victim,0.7,,,Possible Victim,0.728571429,Not a bully,0.22,Not a bully,
Not a bully,0.18,Not a victim,1,Not a victim,0.814285714,Not a victim,0.733333333,,,Not a victim,0.849206349,Not a bully,0.18,Not a bully,
Not a bully,0.22,Not a victim,0.8,Not a victim,0.728571429,Not a victim,0.833333333,,,Not a victim,0.787301587,Not a bully,0.22,Not a bully,
Not a bully,0.1,Not a victim,0.7375,Not a victim,0.9,Not a victim,0.933333333,,,Not a victim,0.856944444,Not a bully,0.1,Not a bully,
Possible Bully,0.46,Not a victim,1,Possible Victim,0.657142857,Not a victim,0.9,,,Not a victim,0.852380952,Possible Bully,0.46,Not a bully,
Not a bully,0.3,Not a victim,0.725,Possible Victim,0.6,Possible Victim,0.666666667,,,Possible Victim,0.663888889,Not a bully,0.3,Not a bully,
Not a bully,0.26,Possible Victim,0.6875,Not a victim,0.814285714,Possible Victim,0.4,,,Possible Victim,0.633928571,Not a bully,0.26,Not a bully,
Not a bully,0.1,Possible Victim,0.5375,Possible Victim,0.642857143,Possible Victim,0.333333333,,,Possible Victim,0.504563492,Not a bully,0.1,Not a bully,
Not a bully,0.34,Not a victim,0.9875,Not a victim,0.771428571,Not a victim,0.8,,,Not a victim,0.85297619,Not a bully,0.34,Not a bully,
Not a bully,0.12,Possible Victim,0.65,Not a victim,0.742857143,Possible Victim,0.633333333,,,Possible Victim,0.675396825,Not a bully,0.12,Not a bully,
Possible Bully,0.44,Not a victim,0.7875,Not a victim,0.757142857,Not a victim,0.766666667,,,Not a victim,0.770436508,Possible Bully,0.44,Not a bully,
Possible Bully,0.42,Not a victim,0.75,Possible Victim,0.614285714,Not a victim,0.833333333,,,Possible Victim,0.732539682,Possible Bully,0.42,Possible Bully,
Not a bully,0.22,Not a victim,0.95,Not a victim,0.857142857,Not a victim,0.7,,,Not a victim,0.835714286,Not a bully,0.22,Not a bully,
Not a bully,0.22,Not a victim,0.85,Not a victim,0.728571429,Possible Victim,0.633333333,,,Possible Victim,0.737301587,Not a bully,0.22,Not a bully,
Not a bully,0.2,Possible Victim,0.6375,Possible Victim,0.428571429,Possible Victim,0.3,,,Possible Victim,0.455357143,Not a bully,0.2,Not a bully,
Possible Bully,0.42,Possible Victim,0.6125,Possible Victim,0.628571429,Not a victim,0.8,,,Possible Victim,0.680357143,Possible Bully,0.42,Possible Bully,
Possible Bully,0.46,Possible Victim,0.225,Not a victim,1,Not a victim,1,,,Possible Victim,0.741666667,Possible Bully,0.46,Possible Bully,
Not a bully,0.16,Possible Victim,0.5875,Not a victim,0.714285714,Not a victim,0.8,,,Possible Victim,0.700595238,Not a bully,0.16,Not a bully,
Possible Bully,0.8,Not a victim,0.8875,Not a victim,0.871428571,Not a victim,0.766666667,,,Not a victim,0.841865079,Possible Bully,0.8,Not a bully,
Not a bully,0.18,Possible Victim,0.6,Possible Victim,0.457142857,Possible Victim,0.266666667,,,Possible Victim,0.441269841,Not a bully,0.18,Not a bully,
Not a bully,0.1,Possible Victim,0.6375,Not a victim,0.757142857,Possible Victim,0.633333333,,,Possible Victim,0.675992063,Not a bully,0.1,Not a bully,
Not a bully,0.12,Not a victim,0.8125,Possible Victim,0.657142857,Possible Victim,0.633333333,,,Possible Victim,0.700992063,Not a bully,0.12,Not a bully,
Not a bully,0.32,Not a victim,0.8,Not a victim,0.8,Possible Victim,0.566666667,,,Possible Victim,0.722222222,Not a bully,0.32,Not a bully,
Not a bully,0.2,Not a victim,0.725,Not a victim,0.7,Not a victim,0.833333333,,,Not a victim,0.752777778,Not a bully,0.2,Not a bully,
Not a bully,0.3,Not a victim,0.7125,Possible Victim,0.657142857,Not a victim,0.933333333,,,Not a victim,0.76765873,Not a bully,0.3,Not a bully,
Not a bully,0.28,Not a victim,0.825,Not a victim,0.742857143,Possible Victim,0.633333333,,,Possible Victim,0.733730159,Not a bully,0.28,Not a bully,
Not a bully,0.14,Not a victim,0.875,Possible Victim,0.585714286,Not a victim,0.766666667,,,Possible Victim,0.742460318,Not a bully,0.14,Not a bully,
Not a bully,0.12,Not a victim,0.7625,Not a victim,0.742857143,Possible Victim,0.633333333,,,Possible Victim,0.712896825,Not a bully,0.12,Not a bully,
Not a bully,0.16,Not a victim,0.775,Not a victim,0.742857143,Possible Victim,0.6,,,Possible Victim,0.705952381,Not a bully,0.16,Not a bully,
Possible Bully,0.8,Possible Victim,0.65,Not a victim,0.885714286,Possible Victim,0.366666667,,,Possible Victim,0.634126984,Possible Bully,0.8,Possible Bully,
Not a bully,0.38,Possible Victim,0.625,Not a victim,0.7,Not a victim,0.833333333,,,Possible Victim,0.719444444,Not a bully,0.38,Not a bully,
Possible Bully,0.78,Not a victim,0.7,Possible Victim,0.5,Not a victim,0.9,,,Possible Victim,0.7,Possible Bully,0.78,Possible Bully,
Not a bully,0.32,Not a victim,0.8,Possible Victim,0.657142857,Possible Victim,0.633333333,,,Possible Victim,0.696825397,Not a bully,0.32,Not a bully,
Not a bully,0.22,Possible Victim,0.4125,Possible Victim,0.685714286,Possible Victim,0.6,,,Possible Victim,0.566071429,Not a bully,0.22,Not a bully,
Not a bully,0.36,Possible Victim,0.4125,Possible Victim,0.171428571,Not a victim,0.7,,,Possible Victim,0.42797619,Not a bully,0.36,Not a bully,
Not a bully,0.1,Possible Victim,0.65,Possible Victim,0.685714286,Not a victim,0.866666667,,,Possible Victim,0.734126984,Not a bully,0.1,Not a bully,
Not a bully,0.14,Not a victim,0.8875,Not a victim,0.8,Possible Victim,0.533333333,,,Possible Victim,0.740277778,Not a bully,0.14,Not a bully,
Not a bully,0.14,Not a victim,0.7875,Not a victim,0.842857143,Not a victim,0.833333333,,,Not a victim,0.821230159,Not a bully,0.14,Not a bully,
Possible Bully,1,Possible Victim,0.1,Possible Victim,0.1,Not a victim,1,,,Possible Victim,0.4,Possible Bully,1,Possible Bully,
Not a bully,0.16,Not a victim,0.8875,Not a victim,0.871428571,Not a victim,0.7,,,Not a victim,0.819642857,Not a bully,0.16,Not a bully,
Not a bully,0.32,Not a victim,0.9625,Possible Victim,0.6,Not a victim,0.9,,,Not a victim,0.820833333,Not a bully,0.32,Not a bully,
Not a bully,0.1,Not a victim,0.8375,Not a victim,0.771428571,Possible Victim,0.666666667,,,Not a victim,0.758531746,Not a bully,0.1,Not a bully,
Not a bully,0.2,Possible Victim,0.6875,Possible Victim,0.685714286,Possible Victim,0.233333333,,,Possible Victim,0.535515873,Not a bully,0.2,Not a bully,
Not a bully,0.1,Not a victim,0.975,Not a victim,0.885714286,Not a victim,0.966666667,,,Not a victim,0.942460318,Not a bully,0.1,Not a bully,
Not a bully,0.2,Possible Victim,0.675,Possible Victim,0.614285714,Possible Victim,0.533333333,,,Possible Victim,0.607539682,Not a bully,0.2,Not a bully,
Not a bully,0.12,Possible Victim,0.6375,Possible Victim,0.657142857,Possible Victim,0.366666667,,,Possible Victim,0.553769841,Not a bully,0.12,Not a bully,
Not a bully,0.1,Not a victim,0.725,Not a victim,0.857142857,Not a victim,0.933333333,,,Not a victim,0.838492063,Not a bully,0.1,Not a bully,
Not a bully,0.18,Possible Victim,0.55,Possible Victim,0.585714286,Possible Victim,0.666666667,,,Possible Victim,0.600793651,Not a bully,0.18,Not a bully,
Not a bully,0.2,Possible Victim,0.5125,Possible Victim,0.514285714,Possible Victim,0.5,,,Possible Victim,0.508928571,Not a bully,0.2,Not a bully,
Not a bully,0.24,Not a victim,0.8375,Possible Victim,0.657142857,Possible Victim,0.3,,,Possible Victim,0.598214286,Not a bully,0.24,Not a bully,
Not a bully,0.18,Not a victim,0.8375,Not a victim,0.771428571,Not a victim,0.866666667,,,Not a victim,0.825198413,Not a bully,0.18,Not a bully,
Not a bully,0.34,Possible Victim,0.6125,Possible Victim,0.671428571,Possible Victim,0.666666667,,,Possible Victim,0.650198413,Not a bully,0.34,Not a bully,
Not a bully,0.14,Possible Victim,0.65,Possible Victim,0.685714286,Possible Victim,0.466666667,,,Possible Victim,0.600793651,Not a bully,0.14,Not a bully,
Not a bully,0.36,Not a victim,0.9375,Not a victim,0.928571429,Not a victim,0.833333333,,,Not a victim,0.899801587,Not a bully,0.36,Not a bully,
Not a bully,0.36,Not a victim,1,Not a victim,0.9,Not a victim,0.9,,,Not a victim,0.933333333,Not a bully,0.36,Not a bully,
Not a bully,0.22,Not a victim,0.7375,Not a victim,0.757142857,Not a victim,0.8,,,Not a victim,0.764880952,Not a bully,0.22,Not a bully,
Not a bully,0.34,Possible Victim,0.2625,Not a victim,0.757142857,Possible Victim,0.666666667,,,Possible Victim,0.562103175,Not a bully,0.34,Not a bully,
Not a bully,0.28,Not a victim,0.8625,Not a victim,0.957142857,Not a victim,1,,,Not a victim,0.939880952,Not a bully,0.28,Not a bully,
Possible Bully,0.66,Not a victim,0.7375,Not a victim,0.714285714,Possible Victim,0.666666667,,,Possible Victim,0.706150794,Possible Bully,0.66,Possible Bully,
Possible Bully,0.66,Not a victim,0.7375,Not a victim,0.714285714,Possible Victim,0.666666667,,,Possible Victim,0.706150794,Possible Bully,0.66,Possible Bully,
Possible Bully,0.44,Possible Victim,0.5875,Possible Victim,0.614285714,Not a victim,0.8,,,Possible Victim,0.667261905,Possible Bully,0.44,Possible Bully,
Not a bully,0.18,Possible Victim,0.5875,Not a victim,0.7,Possible Victim,0.3,,,Possible Victim,0.529166667,Not a bully,0.18,Not a bully,
Not a bully,0.16,Possible Victim,0.5,Possible Victim,0.514285714,Not a victim,0.833333333,,,Possible Victim,0.615873016,Not a bully,0.16,Not a bully,
Not a bully,0.38,Not a victim,0.9,Not a victim,0.9,Not a victim,0.866666667,,,Not a victim,0.888888889,Not a bully,0.38,Not a bully,
Not a bully,0.2,Possible Victim,0.5875,Possible Victim,0.357142857,Possible Victim,0.366666667,,,Possible Victim,0.437103175,Not a bully,0.2,Not a bully,
Not a bully,0.1,Not a victim,0.9125,Not a victim,0.914285714,Possible Victim,0.566666667,,,Not a victim,0.79781746,Not a bully,0.1,Not a bully,
Not a bully,0.16,Possible Victim,0.55,Possible Victim,0.614285714,Possible Victim,0.5,,,Possible Victim,0.554761905,Not a bully,0.16,Not a bully,
Not a bully,0.32,Not a victim,0.775,Not a victim,0.714285714,Not a victim,0.7,,,Possible Victim,0.729761905,Not a bully,0.32,Not a bully,
Not a bully,0.28,Not a victim,0.8625,Possible Victim,0.642857143,Not a victim,0.9,,,Not a victim,0.801785714,Not a bully,0.28,Not a bully,
Possible Bully,0.54,Not a victim,0.85,Possible Victim,0.642857143,Not a victim,1,,,Not a victim,0.830952381,Possible Bully,0.54,Not a bully,
Not a bully,0.18,Possible Victim,0.5,Not a victim,0.857142857,Not a victim,1,,,Not a victim,0.785714286,Not a bully,0.18,Not a bully,
Not a bully,0.1,Possible Victim,0.475,Possible Victim,0.6,Not a victim,0.7,,,Possible Victim,0.591666667,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.575,Not a victim,0.728571429,Possible Victim,0.666666667,,,Possible Victim,0.656746032,Not a bully,0.1,Not a bully,
Possible Bully,0.6,Not a victim,0.9,Not a victim,0.842857143,Possible Victim,0.6,,,Not a victim,0.780952381,Possible Bully,0.6,Not a bully,
Possible Bully,0.6,Not a victim,0.9,Not a victim,0.842857143,Possible Victim,0.6,,,Not a victim,0.780952381,Possible Bully,0.6,Not a bully,
Not a bully,0.12,Possible Victim,0.65,Possible Victim,0.685714286,Possible Victim,0.1,,,Possible Victim,0.478571429,Not a bully,0.12,Not a bully,
Possible Bully,0.48,Not a victim,0.7,Not a victim,0.728571429,Not a victim,0.766666667,,,Possible Victim,0.731746032,Possible Bully,0.48,Possible Bully,
Not a bully,0.22,Not a victim,0.75,Not a victim,0.714285714,Possible Victim,0.6,,,Possible Victim,0.688095238,Not a bully,0.22,Not a bully,
Not a bully,0.22,Not a victim,0.825,Possible Victim,0.685714286,Not a victim,0.833333333,,,Not a victim,0.781349206,Not a bully,0.22,Not a bully,
Not a bully,0.12,Possible Victim,0.675,Not a victim,0.771428571,Not a victim,0.8,,,Possible Victim,0.748809524,Not a bully,0.12,Not a bully,
Not a bully,0.18,Not a victim,0.7875,Possible Victim,0.685714286,Not a victim,0.866666667,,,Not a victim,0.779960318,Not a bully,0.18,Not a bully,
Not a bully,0.36,Not a victim,0.7125,Possible Victim,0.528571429,Possible Victim,0.433333333,,,Possible Victim,0.558134921,Not a bully,0.36,Not a bully,
Possible Bully,0.58,Possible Victim,0.5125,Possible Victim,0.571428571,Possible Victim,0.533333333,,,Possible Victim,0.539087301,Possible Bully,0.58,Possible Bully,
Not a bully,0.1,Not a victim,0.8125,Not a victim,0.785714286,Possible Victim,0.333333333,,,Possible Victim,0.643849206,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.9625,Not a victim,1,Not a victim,1,,,Not a victim,0.9875,Not a bully,0.1,Not a bully,
Possible Bully,0.54,Not a victim,0.9625,Not a victim,0.757142857,Not a victim,0.833333333,,,Not a victim,0.850992063,Possible Bully,0.54,Not a bully,
Not a bully,0.2,Possible Victim,0.3875,Possible Victim,0.457142857,Possible Victim,0.333333333,,,Possible Victim,0.39265873,Not a bully,0.2,Not a bully,
Not a bully,0.3,Possible Victim,0.6,Not a victim,0.885714286,Not a victim,0.766666667,,,Not a victim,0.750793651,Not a bully,0.3,Not a bully,
Possible Bully,0.44,Possible Victim,0.6625,Possible Victim,0.585714286,Not a victim,0.866666667,,,Possible Victim,0.704960318,Possible Bully,0.44,Possible Bully,
Not a bully,0.16,Possible Victim,0.6875,Possible Victim,0.657142857,Not a victim,0.8,,,Possible Victim,0.714880952,Not a bully,0.16,Not a bully,
Not a bully,0.34,Not a victim,0.8,Not a victim,0.814285714,Not a victim,0.933333333,,,Not a victim,0.849206349,Not a bully,0.34,Not a bully,
Not a bully,0.18,Not a victim,0.975,Not a victim,0.942857143,Not a victim,0.966666667,,,Not a victim,0.961507937,Not a bully,0.18,Not a bully,
Possible Bully,0.6,Possible Victim,0.6125,Not a victim,0.728571429,Not a victim,0.7,,,Possible Victim,0.680357143,Possible Bully,0.6,Possible Bully,
Not a bully,0.3,Not a victim,0.8375,Not a victim,0.914285714,Possible Victim,0.5,,,Not a victim,0.750595238,Not a bully,0.3,Not a bully,
Not a bully,0.34,Not a victim,0.9,Not a victim,0.942857143,Not a victim,0.966666667,,,Not a victim,0.936507937,Not a bully,0.34,Not a bully,
Not a bully,0.24,Not a victim,0.85,Not a victim,0.728571429,Possible Victim,0.5,,,Possible Victim,0.692857143,Not a bully,0.24,Not a bully,
Not a bully,0.18,Possible Victim,0.6875,Possible Victim,0.671428571,Not a victim,0.733333333,,,Possible Victim,0.697420635,Not a bully,0.18,Not a bully,
Not a bully,0.16,Not a victim,1,Not a victim,0.9,Not a victim,0.833333333,,,Not a victim,0.911111111,Not a bully,0.16,Not a bully,
Not a bully,0.34,Not a victim,0.925,Not a victim,0.785714286,Not a victim,0.866666667,,,Not a victim,0.859126984,Not a bully,0.34,Not a bully,
Not a bully,0.3,Possible Victim,0.6,Not a victim,0.728571429,Not a victim,0.966666667,,,Not a victim,0.765079365,Not a bully,0.3,Not a bully,
Not a bully,0.24,Possible Victim,0.6625,Possible Victim,0.528571429,Possible Victim,0.433333333,,,Possible Victim,0.541468254,Not a bully,0.24,Not a bully,
Not a bully,0.1,Not a victim,0.8625,Not a victim,0.771428571,Possible Victim,0.5,,,Possible Victim,0.711309524,Not a bully,0.1,Not a bully,
Not a bully,0.2,Not a victim,1,Not a victim,0.971428571,Not a victim,1,,,Not a victim,0.99047619,Not a bully,0.2,Not a bully,
Possible Bully,0.48,Possible Victim,0.65,Possible Victim,0.642857143,Possible Victim,0.566666667,,,Possible Victim,0.61984127,Possible Bully,0.48,Possible Bully,
Not a bully,0.14,Not a victim,0.8625,Possible Victim,0.671428571,Possible Victim,0.666666667,,,Possible Victim,0.733531746,Not a bully,0.14,Not a bully,
Not a bully,0.12,Not a victim,0.8875,Not a victim,0.714285714,Not a victim,0.766666667,,,Not a victim,0.789484127,Not a bully,0.12,Not a bully,
Not a bully,0.1,Not a victim,0.975,Not a victim,0.971428571,Not a victim,0.7,,,Not a victim,0.882142857,Not a bully,0.1,Not a bully,
Possible Bully,0.54,Possible Victim,0.5,Possible Victim,0.414285714,Not a victim,0.766666667,,,Possible Victim,0.56031746,Possible Bully,0.54,Possible Bully,
Not a bully,0.22,Possible Victim,0.5625,Possible Victim,0.528571429,Not a victim,0.8,,,Possible Victim,0.630357143,Not a bully,0.22,Not a bully,
Not a bully,0.12,Possible Victim,0.55,Not a victim,0.828571429,Possible Victim,0.633333333,,,Possible Victim,0.670634921,Not a bully,0.12,Not a bully,
Not a bully,0.24,Possible Victim,0.6125,Possible Victim,0.614285714,Not a victim,0.766666667,,,Possible Victim,0.664484127,Not a bully,0.24,Not a bully,
Not a bully,0.26,Not a victim,0.7,Possible Victim,0.685714286,Possible Victim,0.666666667,,,Possible Victim,0.684126984,Not a bully,0.26,Not a bully,
Possible Bully,0.46,Possible Victim,0.6375,Possible Victim,0.571428571,Possible Victim,0.466666667,,,Possible Victim,0.558531746,Possible Bully,0.46,Possible Bully,
Not a bully,0.14,Not a victim,0.8,Not a victim,0.928571429,Not a victim,0.733333333,,,Not a victim,0.820634921,Not a bully,0.14,Not a bully,
Not a bully,0.14,Possible Victim,0.575,Possible Victim,0.685714286,Possible Victim,0.6,,,Possible Victim,0.620238095,Not a bully,0.14,Not a bully,
Not a bully,0.2,Possible Victim,0.6,Not a victim,0.714285714,Possible Victim,0.5,,,Possible Victim,0.604761905,Not a bully,0.2,Not a bully,
Not a bully,0.12,Possible Victim,0.675,Possible Victim,0.671428571,Not a victim,0.733333333,,,Possible Victim,0.693253968,Not a bully,0.12,Not a bully,
Not a bully,0.1,Possible Victim,0.65,Not a victim,0.814285714,Possible Victim,0.366666667,,,Possible Victim,0.61031746,Not a bully,0.1,Not a bully,
Possible Bully,0.46,Not a victim,0.95,Not a victim,0.814285714,Not a victim,0.866666667,,,Not a victim,0.876984127,Possible Bully,0.46,Not a bully,
Not a bully,0.18,Possible Victim,0.575,Not a victim,0.728571429,Possible Victim,0.533333333,,,Possible Victim,0.612301587,Not a bully,0.18,Not a bully,
Not a bully,0.22,Not a victim,0.9875,Not a victim,0.828571429,Not a victim,0.966666667,,,Not a victim,0.927579365,Not a bully,0.22,Not a bully,
Not a bully,0.32,Not a victim,0.8125,Not a victim,0.757142857,Possible Victim,0.466666667,,,Possible Victim,0.678769841,Not a bully,0.32,Not a bully,
Possible Bully,0.84,Not a victim,0.75,Not a victim,0.928571429,Possible Victim,0.6,,,Not a victim,0.75952381,Possible Bully,0.84,Not a bully,
Not a bully,0.36,Not a victim,0.95,Not a victim,1,Not a victim,0.933333333,,,Not a victim,0.961111111,Not a bully,0.36,Not a bully,
Not a bully,0.1,Not a victim,0.85,Not a victim,0.857142857,Not a victim,0.8,,,Not a victim,0.835714286,Not a bully,0.1,Not a bully,
Not a bully,0.3,Not a victim,0.85,Not a victim,0.771428571,Not a victim,0.933333333,,,Not a victim,0.851587301,Not a bully,0.3,Not a bully,
Not a bully,0.22,Possible Victim,0.6875,Not a victim,0.742857143,Not a victim,1,,,Not a victim,0.810119048,Not a bully,0.22,Not a bully,
Not a bully,0.16,Not a victim,0.8125,Not a victim,0.728571429,Not a victim,0.733333333,,,Not a victim,0.758134921,Not a bully,0.16,Not a bully,
Possible Bully,0.48,Not a victim,0.8125,Not a victim,0.714285714,Not a victim,0.766666667,,,Not a victim,0.764484127,Possible Bully,0.48,Not a bully,
Not a bully,0.1,Possible Victim,0.1,Possible Victim,0.1,Not a victim,1,,,Possible Victim,0.4,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.525,Possible Victim,0.585714286,Possible Victim,0.533333333,,,Possible Victim,0.548015873,Not a bully,0.1,Not a bully,
Not a bully,0.34,Not a victim,0.7125,Possible Victim,0.657142857,Possible Victim,0.6,,,Possible Victim,0.656547619,Not a bully,0.34,Not a bully,
Not a bully,0.4,Not a victim,0.925,Not a victim,0.742857143,Not a victim,1,,,Not a victim,0.889285714,Not a bully,0.4,Not a bully,
Not a bully,0.28,Not a victim,0.7875,Possible Victim,0.557142857,Possible Victim,0.5,,,Possible Victim,0.614880952,Not a bully,0.28,Not a bully,
Not a bully,0.28,Possible Victim,0.675,Possible Victim,0.557142857,Not a victim,0.733333333,,,Possible Victim,0.65515873,Not a bully,0.28,Not a bully,
Not a bully,0.4,Not a victim,0.75,Possible Victim,0.414285714,Possible Victim,0.4,,,Possible Victim,0.521428571,Not a bully,0.4,Not a bully,
Not a bully,0.32,Not a victim,0.8875,Not a victim,0.757142857,Not a victim,0.8,,,Not a victim,0.814880952,Not a bully,0.32,Not a bully,
Not a bully,0.24,Not a victim,0.7875,Not a victim,0.814285714,Not a victim,0.7,,,Not a victim,0.767261905,Not a bully,0.24,Not a bully,
Possible Bully,0.42,Not a victim,0.9625,Not a victim,0.9,Not a victim,0.8,,,Not a victim,0.8875,Possible Bully,0.42,Not a bully,
Not a bully,0.14,Not a victim,0.8625,Not a victim,0.928571429,Possible Victim,0.666666667,,,Not a victim,0.819246032,Not a bully,0.14,Not a bully,
Not a bully,0.36,Possible Victim,0.675,Not a victim,0.728571429,Possible Victim,0.666666667,,,Possible Victim,0.690079365,Not a bully,0.36,Not a bully,
Possible Bully,0.52,Possible Victim,0.575,Possible Victim,0.557142857,Possible Victim,0.433333333,,,Possible Victim,0.521825397,Possible Bully,0.52,Possible Bully,
Not a bully,0.22,Possible Victim,0.425,Possible Victim,0.571428571,Possible Victim,0.1,,,Possible Victim,0.36547619,Not a bully,0.22,Not a bully,
Not a bully,0.12,Not a victim,0.775,Not a victim,0.728571429,Not a victim,0.9,,,Not a victim,0.801190476,Not a bully,0.12,Not a bully,
Not a bully,0.1,Not a victim,0.725,Not a victim,0.842857143,Not a victim,0.9,,,Not a victim,0.822619048,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.4875,Possible Victim,0.657142857,Not a victim,0.8,,,Possible Victim,0.648214286,Not a bully,0.1,Not a bully,
Possible Bully,0.52,Possible Victim,0.575,Possible Victim,0.557142857,Possible Victim,0.433333333,,,Possible Victim,0.521825397,Possible Bully,0.52,Possible Bully,
Not a bully,0.24,Not a victim,0.875,Not a victim,0.714285714,Not a victim,0.866666667,,,Not a victim,0.818650794,Not a bully,0.24,Not a bully,
Not a bully,0.22,Possible Victim,0.5125,Possible Victim,0.657142857,Not a victim,0.9,,,Possible Victim,0.689880952,Not a bully,0.22,Not a bully,
Not a bully,0.12,Not a victim,0.775,Not a victim,0.785714286,Not a victim,0.833333333,,,Not a victim,0.798015873,Not a bully,0.12,Not a bully,
Not a bully,0.18,Possible Victim,0.5875,Not a victim,0.785714286,Possible Victim,0.466666667,,,Possible Victim,0.613293651,Not a bully,0.18,Not a bully,
Not a bully,0.1,Not a victim,0.9,Not a victim,0.9,Not a victim,0.966666667,,,Not a victim,0.922222222,Not a bully,0.1,Not a bully,
Not a bully,0.1,Not a victim,0.75,Not a victim,0.742857143,Not a victim,0.9,,,Not a victim,0.797619048,Not a bully,0.1,Not a bully,
Possible Bully,0.44,Not a victim,0.925,Not a victim,0.814285714,Not a victim,0.7,,,Not a victim,0.813095238,Possible Bully,0.44,Not a bully,
Not a bully,0.28,Possible Victim,0.325,Possible Victim,0.442857143,Not a victim,0.866666667,,,Possible Victim,0.54484127,Not a bully,0.28,Not a bully,
Not a bully,0.1,Not a victim,0.8875,Possible Victim,0.471428571,Possible Victim,0.533333333,,,Possible Victim,0.630753968,Not a bully,0.1,Not a bully,
Not a bully,0.12,Possible Victim,0.5625,Not a victim,0.814285714,Not a victim,0.7,,,Possible Victim,0.692261905,Not a bully,0.12,Not a bully,
Not a bully,0.16,Not a victim,0.775,Possible Victim,0.614285714,Not a victim,0.7,,,Possible Victim,0.696428571,Not a bully,0.16,Not a bully,
Possible Bully,0.78,Possible Victim,0.6625,Possible Victim,0.528571429,Possible Victim,0.333333333,,,Possible Victim,0.508134921,Possible Bully,0.78,Possible Bully,
Not a bully,0.12,Not a victim,0.9,Possible Victim,0.671428571,Not a victim,0.8,,,Not a victim,0.79047619,Not a bully,0.12,Not a bully,
Not a bully,0.16,Not a victim,0.85,Not a victim,0.757142857,Not a victim,0.9,,,Not a victim,0.835714286,Not a bully,0.16,Not a bully,
Not a bully,0.12,Possible Victim,0.1,Possible Victim,0.342857143,Possible Victim,0.533333333,,,Possible Victim,0.325396825,Not a bully,0.12,Not a bully,
Not a bully,0.14,Not a victim,0.825,Not a victim,0.914285714,Not a victim,0.933333333,,,Not a victim,0.890873016,Not a bully,0.14,Not a bully,
Not a bully,0.14,Possible Victim,0.55,Not a victim,0.728571429,Possible Victim,0.566666667,,,Possible Victim,0.615079365,Not a bully,0.14,Not a bully,
Not a bully,0.16,Possible Victim,0.675,Not a victim,0.871428571,Not a victim,0.766666667,,,Not a victim,0.771031746,Not a bully,0.16,Not a bully,
Not a bully,0.4,Possible Victim,0.575,Possible Victim,0.671428571,Possible Victim,0.6,,,Possible Victim,0.61547619,Not a bully,0.4,Not a bully,
Not a bully,0.1,Not a victim,0.7,Not a victim,0.757142857,Not a victim,0.833333333,,,Not a victim,0.763492063,Not a bully,0.1,Not a bully,
Not a bully,0.1,Possible Victim,0.375,Possible Victim,0.328571429,Possible Victim,0.5,,,Possible Victim,0.401190476,Not a bully,0.1,Not a bully,
Possible Bully,0.86,Possible Victim,0.6625,Not a victim,0.728571429,Possible Victim,0.6,,,Possible Victim,0.663690476,Possible Bully,0.86,Possible Bully,
